ID,Lat,Long,Mopened,Opened,City,State,Commas,CityState,,
39143Broadview,41.8639201,-87.8533931,3/07,3/2/07,Broadview,Illinois,",","Broadview,Illinois",,
39143Brownsburg,39.8433769,-86.3977736,3/07,3/2/07,Brownsburg,Indiana,",","Brownsburg,Indiana",,
39143Louisville,38.2542376,-85.759407,3/07,3/2/07,Louisville,Kentucky,",","Louisville,Kentucky",,
39143Naples,26.1421976,-81.7942944,3/07,3/2/07,Naples,Florida,",","Naples,Florida",,
39144Kennesaw,34.0234337,-84.6154897,3/07,3/3/07,Kennesaw,Georgia,",","Kennesaw,Georgia",,
39147Baton Rouge,30.4459596,-91.18738,3/07,3/6/07,Baton Rouge,Louisiana,",","Baton Rouge,Louisiana",,
39149Ukiah,39.150171,-123.207783,3/07,3/8/07,Ukiah,California,",","Ukiah,California",,
39149San Diego,32.715738,-117.161084,3/07,3/8/07,San Diego,California,",","San Diego,California",,
39150Tigard,45.4307473,-122.7719339,3/07,3/9/07,Tigard,Oregon,",","Tigard,Oregon",,
39150North Las Vegas,36.2005843,-115.1215844,3/07,3/9/07,North Las Vegas,Nevada,",","North Las Vegas,Nevada",,
39150Henderson,36.0301134,-114.9826194,3/07,3/9/07,Henderson,Nevada,",","Henderson,Nevada",,
39150Litchfield Park,33.493374,-112.357936,3/07,3/9/07,Litchfield Park,Arizona,",","Litchfield Park,Arizona",,
39150Austin,30.2711286,-97.7436995,3/07,3/9/07,Austin,Texas,",","Austin,Texas",,
39150Wausau,44.9596017,-89.6298239,3/07,3/9/07,Wausau,Wisconsin,",","Wausau,Wisconsin",,
39150Joliet,41.5263603,-88.0840212,3/07,3/9/07,Joliet,Illinois,",","Joliet,Illinois",,
39150North Riverside,41.84686,-87.8152024,3/07,3/9/07,North Riverside,Illinois,",","North Riverside,Illinois",,
39150New York,40.7127281,-74.0060152,3/07,3/9/07,New York,New York,",","New York,New York",,
39150New York,40.7127281,-74.0060152,3/07,3/9/07,New York,New York,",","New York,New York",,
39155Merced,37.302163,-120.482968,3/07,3/14/07,Merced,California,",","Merced,California",,
39156Lititz,40.1571252,-76.3072103,3/07,3/15/07,Lititz,Pennsylvania,",","Lititz,Pennsylvania",,
39156Bordentown,40.1462213,-74.7118264,3/07,3/15/07,Bordentown,New Jersey,",","Bordentown,New Jersey",,
39157Kirkland,47.6859573,-122.1920249,3/07,3/16/07,Kirkland,Washington,",","Kirkland,Washington",,
39157San Jose,37.338208,-121.886329,3/07,3/16/07,San Jose,California,",","San Jose,California",,
39157Corona,33.875293,-117.566438,3/07,3/16/07,Corona,California,",","Corona,California",,
39157Surprise,33.629234,-112.367928,3/07,3/16/07,Surprise,Arizona,",","Surprise,Arizona",,
39157Woodway,31.5059998,-97.2050055,3/07,3/16/07,Woodway,Texas,",","Woodway,Texas",,
39157Fairfax,30.59643,-96.281657,3/07,3/16/07,Fairfax,Virginia,",","Fairfax,Virginia",,
39157Sedalia,38.7098314,-93.2295515,3/07,3/16/07,Sedalia,Missouri,",","Sedalia,Missouri",,
39157Lockport,41.5894753,-88.057837,3/07,3/16/07,Lockport,Illinois,",","Lockport,Illinois",,
39157St John,41.4458005,-87.4746214,3/07,3/16/07,St John,Indiana,",","St John,Indiana",,
39157Chattanooga,35.0457219,-85.3094883,3/07,3/16/07,Chattanooga,Tennessee,",","Chattanooga,Tennessee",,
39157Forest Park,39.2903353,-84.5041108,3/07,3/16/07,Forest Park,Ohio,",","Forest Park,Ohio",,
39157Royal Palm Beach,26.7017553,-80.2233842,3/07,3/16/07,Royal Palm Beach,Florida,",","Royal Palm Beach,Florida",,
39157Wilton Manors,26.1603626,-80.138934,3/07,3/16/07,Wilton Manors,Florida,",","Wilton Manors,Florida",,
39157Culpeper,38.4912207,-77.9618216,3/07,3/16/07,Culpeper,Virginia,",","Culpeper,Virginia",,
39157Falmouth,43.729525,-70.241993,3/07,3/16/07,Falmouth,Maine,",","Falmouth,Maine",,
39158Baton Rouge,30.4459596,-91.18738,3/07,3/17/07,Baton Rouge,Louisiana,",","Baton Rouge,Louisiana",,
39160Grand Rapids,42.9632405,-85.6678639,3/07,3/19/07,Grand Rapids,Michigan,",","Grand Rapids,Michigan",,
39160Charlotte,35.2271986,-80.843083,3/07,3/19/07,Charlotte,North Carolina,",","Charlotte,North Carolina",,
39161Lynnwood,47.8278656,-122.3053932,3/07,3/20/07,Lynnwood,Washington,",","Lynnwood,Washington",,
39161Santa Maria,34.953034,-120.435719,3/07,3/20/07,Santa Maria,California,",","Santa Maria,California",,
39161River Ridge,29.9546595,-90.2160805,3/07,3/20/07,River Ridge,Louisiana,",","River Ridge,Louisiana",,
39163Lake St. Louis,38.7771015,-90.8085827,3/07,3/22/07,Lake St. Louis,Missouri,",","Lake St. Louis,Missouri",,
39164Atwater,37.347717,-120.609084,3/07,3/23/07,Atwater,California,",","Atwater,California",,
39164Tehachapi,35.132188,-118.448974,3/07,3/23/07,Tehachapi,California,",","Tehachapi,California",,
39164Oak Park,41.8878145,-87.7887615,3/07,3/23/07,Oak Park,Illinois,",","Oak Park,Illinois",,
39164Charlotte,35.2271986,-80.843083,3/07,3/23/07,Charlotte,North Carolina,",","Charlotte,North Carolina",,
39164Mooresville,35.5848596,-80.8100724,3/07,3/23/07,Mooresville,North Carolina,",","Mooresville,North Carolina",,
39164Harrisonburg,38.4396675,-78.8701365,3/07,3/23/07,Harrisonburg,Virginia,",","Harrisonburg,Virginia",,
39164White Marsh,39.3819338,-76.457304,3/07,3/23/07,White Marsh,Maryland,",","White Marsh,Maryland",,
39164New York,40.7127281,-74.0060152,3/07,3/23/07,New York,New York,",","New York,New York",,
39165Durham,35.996653,-78.9018053,3/07,3/24/07,Durham,North Carolina,",","Durham,North Carolina",,
39168Palm Beach,26.6279798,-80.4494174,3/07,3/27/07,Palm Beach,Florida,",","Palm Beach,Florida",,
39170Hayward,37.668767,-122.080996,3/07,3/29/07,Hayward,California,",","Hayward,California",,
39170Columbia,34.0007493,-81.0343313,3/07,3/29/07,Columbia,South Carolina,",","Columbia,South Carolina",,
39170Scranton,41.4086874,-75.6621294,3/07,3/29/07,Scranton,Pennsylvania,",","Scranton,Pennsylvania",,
39171Reno,39.5261206,-119.8126581,3/07,3/30/07,Reno,Nevada,",","Reno,Nevada",,
39171Carson City,39.1649125,-119.7666496,3/07,3/30/07,Carson City,Nevada,",","Carson City,Nevada",,
39171Carson,33.831675,-118.281693,3/07,3/30/07,Carson,California,",","Carson,California",,
39171Los Angeles,34.052234,-118.243685,3/07,3/30/07,Los Angeles,California,",","Los Angeles,California",,
39171Garden City,43.622111,-116.2381787,3/07,3/30/07,Garden City,Idaho,",","Garden City,Idaho",,
39171Phoenix,33.448377,-112.074037,3/07,3/30/07,Phoenix,Arizona,",","Phoenix,Arizona",,
39171Ruidoso,33.3315804,-105.6730991,3/07,3/30/07,Ruidoso,New Mexico,",","Ruidoso,New Mexico",,
39171Thornton,39.8695516,-104.9851819,3/07,3/30/07,Thornton,Colorado,",","Thornton,Colorado",,
39171San Marcos,29.8826436,-97.9405828,3/07,3/30/07,San Marcos,Texas,",","San Marcos,Texas",,
39171Bastrop,30.0900753,-97.3127179,3/07,3/30/07,Bastrop,Texas,",","Bastrop,Texas",,
39171Denton,33.1838787,-97.1413417,3/07,3/30/07,Denton,Texas,",","Denton,Texas",,
39171Maumelle,34.866757,-92.404322,3/07,3/30/07,Maumelle,Arkansas,",","Maumelle,Arkansas",,
39171Cedarburg,43.2966545,-87.9875348,3/07,3/30/07,Cedarburg,Wisconsin,",","Cedarburg,Wisconsin",,
39171Libertyville,42.2830786,-87.9531303,3/07,3/30/07,Libertyville,Illinois,",","Libertyville,Illinois",,
39171Shelbyville,39.5214373,-85.7769238,3/07,3/30/07,Shelbyville,Indiana,",","Shelbyville,Indiana",,
39171Acworth,34.0659329,-84.6768796,3/07,3/30/07,Acworth,Georgia,",","Acworth,Georgia",,
39171Troy,42.6055893,-83.1499304,3/07,3/30/07,Troy,Michigan,",","Troy,Michigan",,
39171Jessup,39.1492746,-76.7752493,3/07,3/30/07,Jessup,Maryland,",","Jessup,Maryland",,
39171Newtown Square,39.9868117,-75.4007633,3/07,3/30/07,Newtown Square,Pennsylvania,",","Newtown Square,Pennsylvania",,
39171Glastonbury,41.7123218,-72.608146,3/07,3/30/07,Glastonbury,Connecticut,",","Glastonbury,Connecticut",,
39172Victorville,34.536218,-117.292764,3/07,3/31/07,Victorville,California,",","Victorville,California",,
39172Fairview Heights,38.5889386,-89.990382,3/07,3/31/07,Fairview Heights,Illinois,",","Fairview Heights,Illinois",,
39172Augusta,33.4709714,-81.9748429,3/07,3/31/07,Augusta,Georgia,",","Augusta,Georgia",,
39172Middletown,40.8397222,-73.8316667,3/07,3/31/07,Middletown,New York,",","Middletown,New York",,
39173Phoenix,33.448377,-112.074037,4/07,4/1/07,Phoenix,Arizona,",","Phoenix,Arizona",,
39173Meriden,41.5381535,-72.8070435,4/07,4/1/07,Meriden,Connecticut,",","Meriden,Connecticut",,
39174North Merrick,40.6866295,-73.5614057,4/07,4/2/07,North Merrick,New York,",","North Merrick,New York",,
39178Las Vegas,36.1672559,-115.1485163,4/07,4/6/07,Las Vegas,Nevada,",","Las Vegas,Nevada",,
39178Salt Lake City,40.7596198,-111.8867975,4/07,4/6/07,Salt Lake City,Utah,",","Salt Lake City,Utah",,
39178Aurora,39.729432,-104.8319196,4/07,4/6/07,Aurora,Colorado,",","Aurora,Colorado",,
39178Little Rock,34.746481,-92.289595,4/07,4/6/07,Little Rock,Arkansas,",","Little Rock,Arkansas",,
39178Schaumburg,42.0333608,-88.083406,4/07,4/6/07,Schaumburg,Illinois,",","Schaumburg,Illinois",,
39178Lemont,41.673642,-88.0017261,4/07,4/6/07,Lemont,Illinois,",","Lemont,Illinois",,
39178Nanuet,41.0903087,-74.0148524,4/07,4/6/07,Nanuet,New York,",","Nanuet,New York",,
39181Brooklyn,40.6501038,-73.9495823,4/07,4/9/07,Brooklyn,New York,",","Brooklyn,New York",,
39184Santa Rosa,38.440429,-122.714055,4/07,4/12/07,Santa Rosa,California,",","Santa Rosa,California",,
39184Santa Rosa,38.440429,-122.714055,4/07,4/12/07,Santa Rosa,California,",","Santa Rosa,California",,
39184El Segundo,33.91918,-118.416465,4/07,4/12/07,El Segundo,California,",","El Segundo,California",,
39185Oakdale,37.766626,-120.847031,4/07,4/13/07,Oakdale,California,",","Oakdale,California",,
39185San Bernardino,34.108345,-117.289765,4/07,4/13/07,San Bernardino,California,",","San Bernardino,California",,
39185San Diego,32.715738,-117.161084,4/07,4/13/07,San Diego,California,",","San Diego,California",,
39185Richardson,32.9481789,-96.7297206,4/07,4/13/07,Richardson,Texas,",","Richardson,Texas",,
39185Hollywood,26.0112014,-80.1494901,4/07,4/13/07,Hollywood,Florida,",","Hollywood,Florida",,
39186Columbia,34.0007493,-81.0343313,4/07,4/14/07,Columbia,South Carolina,",","Columbia,South Carolina",,
39187Fort Myers,26.640628,-81.8723084,4/07,4/15/07,Fort Myers,Florida,",","Fort Myers,Florida",,
39188Gillette,44.290635,-105.501876,4/07,4/16/07,Gillette,Wyoming,",","Gillette,Wyoming",,
39188Bismarck,46.808327,-100.783739,4/07,4/16/07,Bismarck,North Dakota,",","Bismarck,North Dakota",,
39191Waianae,21.446678,-158.185272,4/07,4/19/07,Waianae,Hawaii,",","Waianae,Hawaii",,
39191Albany,44.6365071,-123.1059324,4/07,4/19/07,Albany,Oregon,",","Albany,Oregon",,
39191Rome,34.257038,-85.1646726,4/07,4/19/07,Rome,Georgia,",","Rome,Georgia",,
39191Ellijay,34.6950278,-84.4827394,4/07,4/19/07,Ellijay,Georgia,",","Ellijay,Georgia",,
39192Aliso Viejo,33.568461,-117.726298,4/07,4/20/07,Aliso Viejo,California,",","Aliso Viejo,California",,
39192San Juan Capistrano,33.501903,-117.662766,4/07,4/20/07,San Juan Capistrano,California,",","San Juan Capistrano,California",,
39192Oceanside,33.19587,-117.379483,4/07,4/20/07,Oceanside,California,",","Oceanside,California",,
39192Hayden,47.7590638,-116.7866807,4/07,4/20/07,Hayden,Idaho,",","Hayden,Idaho",,
39192Chandler,33.30616,-111.84125,4/07,4/20/07,Chandler,Arizona,",","Chandler,Arizona",,
39192Englewood,39.6482059,-104.9879641,4/07,4/20/07,Englewood,Colorado,",","Englewood,Colorado",,
39192Humble,29.9988312,-95.2621553,4/07,4/20/07,Humble,Texas,",","Humble,Texas",,
39192Overland Park,38.9742502,-94.6851702,4/07,4/20/07,Overland Park,Kansas,",","Overland Park,Kansas",,
39192Canandaigua,42.8858579,-77.2799761,4/07,4/20/07,Canandaigua,New York,",","Canandaigua,New York",,
39192E. Northport,40.8810272,-73.3195214,4/07,4/20/07,E. Northport,New York,",","E. Northport,New York",,
39195Houston,31.3378465,-95.390805,4/07,4/23/07,Houston,Texas,",","Houston,Texas",,
39199Bakersfield,35.373292,-119.018712,4/07,4/27/07,Bakersfield,California,",","Bakersfield,California",,
39199Orange,33.787914,-117.853101,4/07,4/27/07,Orange,California,",","Orange,California",,
39199The Colony,33.0890094,-96.8863922,4/07,4/27/07,The Colony,Texas,",","The Colony,Texas",,
39199Manhattan,39.1836082,-96.5716694,4/07,4/27/07,Manhattan,Kansas,",","Manhattan,Kansas",,
39199Grayslake,42.3433518,-88.0412192,4/07,4/27/07,Grayslake,Illinois,",","Grayslake,Illinois",,
39199Northbrook,42.1299234,-87.8299476,4/07,4/27/07,Northbrook,Illinois,",","Northbrook,Illinois",,
39199Chattanooga,35.0457219,-85.3094883,4/07,4/27/07,Chattanooga,Tennessee,",","Chattanooga,Tennessee",,
39199Columbus,39.9622601,-83.0007065,4/07,4/27/07,Columbus,Ohio,",","Columbus,Ohio",,
39199Kissimmee,28.2918995,-81.4075838,4/07,4/27/07,Kissimmee,Florida,",","Kissimmee,Florida",,
39200Jacksonville,30.3321838,-81.655651,4/07,4/28/07,Jacksonville,Florida,",","Jacksonville,Florida",,
39202Mesa,33.415184,-111.831472,4/07,4/30/07,Mesa,Arizona,",","Mesa,Arizona",,
39203Louisville,38.2542376,-85.759407,5/07,5/1/07,Louisville,Kentucky,",","Louisville,Kentucky",,
39205East Rutherford,40.833989,-74.0970865,5/07,5/3/07,East Rutherford,New Jersey,",","East Rutherford,New Jersey",,
39206Portland,45.5202471,-122.6741949,5/07,5/4/07,Portland,Oregon,",","Portland,Oregon",,
39206Reno,39.5261206,-119.8126581,5/07,5/4/07,Reno,Nevada,",","Reno,Nevada",,
39206Granada Hills,34.279358,-118.502153,5/07,5/4/07,Granada Hills,California,",","Granada Hills,California",,
39206Anaheim,33.836593,-117.914301,5/07,5/4/07,Anaheim,California,",","Anaheim,California",,
39206Naperville,41.7728699,-88.1479278,5/07,5/4/07,Naperville,Illinois,",","Naperville,Illinois",,
39206Mobile,30.695366,-88.039891,5/07,5/4/07,Mobile,Alabama,",","Mobile,Alabama",,
39206Toledo,41.6786754,-83.5127283,5/07,5/4/07,Toledo,Ohio,",","Toledo,Ohio",,
39206Webster,43.212285,-77.429994,5/07,5/4/07,Webster,New York,",","Webster,New York",,
39206Victor,42.9825634,-77.4088794,5/07,5/4/07,Victor,New York,",","Victor,New York",,
39206Albany,42.6511674,-73.754968,5/07,5/4/07,Albany,New York,",","Albany,New York",,
39206Haverhill,42.7777829,-71.0767724,5/07,5/4/07,Haverhill,Massachusetts,",","Haverhill,Massachusetts",,
39207Suwanee,34.0514898,-84.0712997,5/07,5/5/07,Suwanee,Georgia,",","Suwanee,Georgia",,
39207Warner Robins,32.6200973,-83.606568,5/07,5/5/07,Warner Robins,Georgia,",","Warner Robins,Georgia",,
39207Brunswick,31.1499528,-81.4914894,5/07,5/5/07,Brunswick,Georgia,",","Brunswick,Georgia",,
39207Sunrise,26.1482449,-80.3288859,5/07,5/5/07,Sunrise,Florida,",","Sunrise,Florida",,
39209Grand Junction,39.063956,-108.5507317,5/07,5/7/07,Grand Junction,Colorado,",","Grand Junction,Colorado",,
39210Dana Point,33.467226,-117.698101,5/07,5/8/07,Dana Point,California,",","Dana Point,California",,
39212Lodi,38.134148,-121.272219,5/07,5/10/07,Lodi,California,",","Lodi,California",,
39212Modesto,37.63926,-120.997001,5/07,5/10/07,Modesto,California,",","Modesto,California",,
39212Camp Hill,40.2398118,-76.9199742,5/07,5/10/07,Camp Hill,Pennsylvania,",","Camp Hill,Pennsylvania",,
39212Portsmouth,43.0717552,-70.7625532,5/07,5/10/07,Portsmouth,New Hampshire,",","Portsmouth,New Hampshire",,
39213Kent,47.3826903,-122.2270272,5/07,5/11/07,Kent,Washington,",","Kent,Washington",,
39213Roseville,38.752124,-121.288006,5/07,5/11/07,Roseville,California,",","Roseville,California",,
39213Porterville,36.06523,-119.016768,5/07,5/11/07,Porterville,California,",","Porterville,California",,
39213San Bernardino,34.108345,-117.289765,5/07,5/11/07,San Bernardino,California,",","San Bernardino,California",,
39213San Jacinto,33.783908,-116.958635,5/07,5/11/07,San Jacinto,California,",","San Jacinto,California",,
39213Indianapolis,39.7683331,-86.1583502,5/07,5/11/07,Indianapolis,Indiana,",","Indianapolis,Indiana",,
39213Westfield,40.0428151,-86.1274888,5/07,5/11/07,Westfield,Indiana,",","Westfield,Indiana",,
39213Cartersville,34.1650972,-84.7999383,5/07,5/11/07,Cartersville,Georgia,",","Cartersville,Georgia",,
39213Knoxville,35.9603948,-83.9210261,5/07,5/11/07,Knoxville,Tennessee,",","Knoxville,Tennessee",,
39213Jacksonville,30.3321838,-81.655651,5/07,5/11/07,Jacksonville,Florida,",","Jacksonville,Florida",,
39216Erie,40.0146297,-105.1039511,5/07,5/14/07,Erie,Colorado,",","Erie,Colorado",,
39218Portland,43.6610277,-70.2548596,5/07,5/16/07,Portland,Maine,",","Portland,Maine",,
39220Laguna Beach,33.542719,-117.785357,5/07,5/18/07,Laguna Beach,California,",","Laguna Beach,California",,
39220Laguna Niguel,33.523674,-117.714944,5/07,5/18/07,Laguna Niguel,California,",","Laguna Niguel,California",,
39220Golden,39.755543,-105.2210997,5/07,5/18/07,Golden,Colorado,",","Golden,Colorado",,
39220Marble Falls,30.5781414,-98.2753857,5/07,5/18/07,Marble Falls,Texas,",","Marble Falls,Texas",,
39220Midlothian,32.482361,-96.9944489,5/07,5/18/07,Midlothian,Texas,",","Midlothian,Texas",,
39220Tulsa,36.1556805,-95.9929113,5/07,5/18/07,Tulsa,Oklahoma,",","Tulsa,Oklahoma",,
39220Peoria,40.6938609,-89.5891008,5/07,5/18/07,Peoria,Illinois,",","Peoria,Illinois",,
39220Belvidere,42.2579991,-88.841734,5/07,5/18/07,Belvidere,Illinois,",","Belvidere,Illinois",,
39220Cincinnati,39.1014537,-84.5124602,5/07,5/18/07,Cincinnati,Ohio,",","Cincinnati,Ohio",,
39221North Augusta,33.52085,-81.9669692,5/07,5/19/07,North Augusta,South Carolina,",","North Augusta,South Carolina",,
39221Yulee,30.627848,-81.5902278,5/07,5/19/07,Yulee,Florida,",","Yulee,Florida",,
39221St Simons Island,31.2182863,-81.3612077,5/07,5/19/07,St Simons Island,Georgia,",","St Simons Island,Georgia",,
39225Palm Harbor,28.0780718,-82.7637127,5/07,5/23/07,Palm Harbor,Florida,",","Palm Harbor,Florida",,
39226Miami,25.7742658,-80.1936589,5/07,5/24/07,Miami,Florida,",","Miami,Florida",,
39226Franklin Lakes,41.0167639,-74.2057012,5/07,5/24/07,Franklin Lakes,New Jersey,",","Franklin Lakes,New Jersey",,
39227North Bend,47.4959464,-121.7851542,5/07,5/25/07,North Bend,Washington,",","North Bend,Washington",,
39227Chelan,47.8012197,-120.6276904,5/07,5/25/07,Chelan,Washington,",","Chelan,Washington",,
39227Chino Hills,33.989819,-117.732585,5/07,5/25/07,Chino Hills,California,",","Chino Hills,California",,
39227Mission Viejo,33.596891,-117.658156,5/07,5/25/07,Mission Viejo,California,",","Mission Viejo,California",,
39227Palm Desert,33.722245,-116.374456,5/07,5/25/07,Palm Desert,California,",","Palm Desert,California",,
39227South Salt Lake City,40.7074741,-111.8882709,5/07,5/25/07,South Salt Lake City,Utah,",","South Salt Lake City,Utah",,
39227Bulverde,29.7438332,-98.4530729,5/07,5/25/07,Bulverde,Texas,",","Bulverde,Texas",,
39227Chicago,41.8755616,-87.6244212,5/07,5/25/07,Chicago,Illinois,",","Chicago,Illinois",,
39227Cincinnati,39.1014537,-84.5124602,5/07,5/25/07,Cincinnati,Ohio,",","Cincinnati,Ohio",,
39227Twinsburg,41.3125552,-81.4401129,5/07,5/25/07,Twinsburg,Ohio,",","Twinsburg,Ohio",,
39227Greensboro,36.0726355,-79.7919754,5/07,5/25/07,Greensboro,North Carolina,",","Greensboro,North Carolina",,
39228Springfield,44.0462362,-123.0220289,5/07,5/26/07,Springfield,Oregon,",","Springfield,Oregon",,
39231Irvine,33.684567,-117.826505,5/07,5/29/07,Irvine,California,",","Irvine,California",,
39233Duvall,47.7423219,-121.9856782,5/07,5/31/07,Duvall,Washington,",","Duvall,Washington",,
39234Portland,45.5202471,-122.6741949,6/07,6/1/07,Portland,Oregon,",","Portland,Oregon",,
39234Portland,45.5202471,-122.6741949,6/07,6/1/07,Portland,Oregon,",","Portland,Oregon",,
39234Portland,45.5202471,-122.6741949,6/07,6/1/07,Portland,Oregon,",","Portland,Oregon",,
39234Gresham,45.5067406,-122.4367058,6/07,6/1/07,Gresham,Oregon,",","Gresham,Oregon",,
39234Mukilteo,47.9474034,-122.3036992,6/07,6/1/07,Mukilteo,Washington,",","Mukilteo,Washington",,
39234Auburn,47.3075369,-122.2301808,6/07,6/1/07,Auburn,Washington,",","Auburn,Washington",,
39234Fresno,36.737798,-119.787125,6/07,6/1/07,Fresno,California,",","Fresno,California",,
39234Alhambra,34.095287,-118.127015,6/07,6/1/07,Alhambra,California,",","Alhambra,California",,
39234San Diego,32.715738,-117.161084,6/07,6/1/07,San Diego,California,",","San Diego,California",,
39234Casa Grande,32.911003,-111.77339,6/07,6/1/07,Casa Grande,Arizona,",","Casa Grande,Arizona",,
39234Cheyenne,41.139981,-104.820246,6/07,6/1/07,Cheyenne,Wyoming,",","Cheyenne,Wyoming",,
39234San Antonio,29.4246002,-98.4951405,6/07,6/1/07,San Antonio,Texas,",","San Antonio,Texas",,
39234Winston-Salem,36.0998131,-80.2440518,6/07,6/1/07,Winston-Salem,North Carolina,",","Winston-Salem,North Carolina",,
39234Chesapeake,36.7183708,-76.2466798,6/07,6/1/07,Chesapeake,Virginia,",","Chesapeake,Virginia",,
39234Seabrook,42.8846631,-70.8601957,6/07,6/1/07,Seabrook,New Hampshire,",","Seabrook,New Hampshire",,
39235Sacramento,38.581572,-121.4944,6/07,6/2/07,Sacramento,California,",","Sacramento,California",,
39238Carmichael,38.617127,-121.328284,6/07,6/5/07,Carmichael,California,",","Carmichael,California",,
39239Costa Mesa,33.663844,-117.904743,6/07,6/6/07,Costa Mesa,California,",","Costa Mesa,California",,
39241Hillsboro,45.5228939,-122.989827,6/07,6/8/07,Hillsboro,Oregon,",","Hillsboro,Oregon",,
39241Beaverton,45.4871723,-122.8037804,6/07,6/8/07,Beaverton,Oregon,",","Beaverton,Oregon",,
39241Vancouver,45.6306954,-122.6744557,6/07,6/8/07,Vancouver,Washington,",","Vancouver,Washington",,
39241Portland,45.5202471,-122.6741949,6/07,6/8/07,Portland,Oregon,",","Portland,Oregon",,
39241Rosenberg,29.5571825,-95.8085623,6/07,6/8/07,Rosenberg,Texas,",","Rosenberg,Texas",,
39241Spring,30.0798826,-95.4172549,6/07,6/8/07,Spring,Texas,",","Spring,Texas",,
39241Russellville,35.278417,-93.133786,6/07,6/8/07,Russellville,Arkansas,",","Russellville,Arkansas",,
39242Ellenton,27.5262425,-82.5214628,6/07,6/9/07,Ellenton,Florida,",","Ellenton,Florida",,
39246Lake Charles,30.2265949,-93.2173759,6/07,6/13/07,Lake Charles,Louisiana,",","Lake Charles,Louisiana",,
39247Sacramento,38.581572,-121.4944,6/07,6/14/07,Sacramento,California,",","Sacramento,California",,
39248Kent,47.3826903,-122.2270272,6/07,6/15/07,Kent,Washington,",","Kent,Washington",,
39248Union City,37.593356,-122.043861,6/07,6/15/07,Union City,California,",","Union City,California",,
39248Canoga Park,34.208254,-118.605861,6/07,6/15/07,Canoga Park,California,",","Canoga Park,California",,
39248Newport Beach,33.618883,-117.929849,6/07,6/15/07,Newport Beach,California,",","Newport Beach,California",,
39248Costa Mesa,33.663844,-117.904743,6/07,6/15/07,Costa Mesa,California,",","Costa Mesa,California",,
39248South Ogden,41.1918934,-111.9713429,6/07,6/15/07,South Ogden,Utah,",","South Ogden,Utah",,
39248Colorado Springs,38.8339578,-104.8253485,6/07,6/15/07,Colorado Springs,Colorado,",","Colorado Springs,Colorado",,
39248Springfield,37.2166779,-93.2920373,6/07,6/15/07,Springfield,Missouri,",","Springfield,Missouri",,
39248Beloit,42.5083272,-89.031784,6/07,6/15/07,Beloit,Wisconsin,",","Beloit,Wisconsin",,
39248Powell,36.0317472,-84.0279677,6/07,6/15/07,Powell,Tennessee,",","Powell,Tennessee",,
39248Mount Airy,39.3762145,-77.154704,6/07,6/15/07,Mount Airy,Maryland,",","Mount Airy,Maryland",,
39248Washington,38.8948932,-77.0365529,6/07,6/15/07,Washington,Washington,",","Washington,Washington",,
39248Baltimore,39.2908816,-76.610759,6/07,6/15/07,Baltimore,Maryland,",","Baltimore,Maryland",,
39249Jamestown,42.0970023,-79.2353259,6/07,6/16/07,Jamestown,New York,",","Jamestown,New York",,
39253Columbia,38.951883,-92.3337366,6/07,6/20/07,Columbia,Missouri,",","Columbia,Missouri",,
39253University City,38.6569083,-90.3103443,6/07,6/20/07,University City,Missouri,",","University City,Missouri",,
39254Stockton,37.957702,-121.29078,6/07,6/21/07,Stockton,California,",","Stockton,California",,
39254Manteca,37.797427,-121.216053,6/07,6/21/07,Manteca,California,",","Manteca,California",,
39254Dalton,34.7691867,-84.9702475,6/07,6/21/07,Dalton,Georgia,",","Dalton,Georgia",,
39254Sewell,39.7665029,-75.1443435,6/07,6/21/07,Sewell,New Jersey,",","Sewell,New Jersey",,
39255DeSoto,32.6061241,-96.8656127,6/07,6/22/07,DeSoto,Texas,",","DeSoto,Texas",,
39255Papillion,41.1544433,-96.0422378,6/07,6/22/07,Papillion,Nebraska,",","Papillion,Nebraska",,
39255Coralville,41.6764044,-91.5804475,6/07,6/22/07,Coralville,Iowa,",","Coralville,Iowa",,
39255Pensacola,30.421309,-87.2169149,6/07,6/22/07,Pensacola,Florida,",","Pensacola,Florida",,
39255Bellerose,40.724269,-73.7151313,6/07,6/22/07,Bellerose,New York,",","Bellerose,New York",,
39256Greece,43.2097838,-77.6930602,6/07,6/23/07,Greece,New York,",","Greece,New York",,
39256New York,40.7127281,-74.0060152,6/07,6/23/07,New York,New York,",","New York,New York",,
39258Baxter,46.3433005,-94.286666,6/07,6/25/07,Baxter,Minnesota,",","Baxter,Minnesota",,
39258Miami Springs,25.8218479,-80.2927081,6/07,6/25/07,Miami Springs,Florida,",","Miami Springs,Florida",,
39260Lafayette,30.2240897,-92.0198427,6/07,6/27/07,Lafayette,Louisiana,",","Lafayette,Louisiana",,
39261Manteca,37.797427,-121.216053,6/07,6/28/07,Manteca,California,",","Manteca,California",,
39261Fredericksburg,30.2752011,-98.8719843,6/07,6/28/07,Fredericksburg,Virginia,",","Fredericksburg,Virginia",,
39261Bernardsville,40.7186805,-74.5692273,6/07,6/28/07,Bernardsville,New Jersey,",","Bernardsville,New Jersey",,
39262Portland,45.5202471,-122.6741949,6/07,6/29/07,Portland,Oregon,",","Portland,Oregon",,
39262Puyallup,47.1849009,-122.2921406,6/07,6/29/07,Puyallup,Washington,",","Puyallup,Washington",,
